"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"WP_014608611.1","","GNAT family N-acetyltransferase","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_002951776.1","","serine hydrolase","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_011681561.1","","Xaa-Pro dipeptidyl-peptidase","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"pbp2X","","penicillin-binding protein PBP2X","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"tsaB","","tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"rsmA","","16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_014608714.1","","protein-ADP-ribose hydrolase","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"traF","","conjugal transfer protein TraF","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"group_1797","tadA","tRNA adenosine(34) deaminase TadA","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_011226702.1","","energy-coupling factor transporter transmembrane protein EcfT","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_022096951.1","","helix-turn-helix transcriptional regulator","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_011681177.1","","LCP family protein","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_224102976.1","","DUF3021 domain-containing protein","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_014621873.1","","polysaccharide deacetylase","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_011680691.1","","TM2 domain-containing protein","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"group_5404","galE","UDP-glucose 4-epimerase GalE","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_011225447.1","","phosphatase PAP2 family protein","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_011225431.1","","RNA methyltransferase","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_002947493.1","","Bax inhibitor-1/YccA family protein","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_011680858.1","","NCS2 family nucleobase:cation symporter","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"ybeY","","rRNA maturation RNase YbeY","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_011680935.1","","Xaa-Pro peptidase family protein","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"rapZ","","RNase adapter RapZ","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_011681189.1","","ferredoxin","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_002950974.1","","Sua5/YciO/YrdC/YwlC family protein","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_002951562.1","","KH domain-containing protein","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_002947863.1","","hypothetical protein","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"rnmV","","ribonuclease M5","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_014608712.1","","TatD family hydrolase","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_011681335.1","","hypothetical protein","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_011681502.1","","MFS transporter","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_011680711.1","","acylphosphatase","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_014608039.1","","LysR family transcriptional regulator","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"cas9","","type II CRISPR RNA-guided endonuclease Cas9","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_014608178.1","","YggT family protein","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_011681324.1","","YjjG family noncanonical pyrimidine nucleotidase","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"serB","","phosphoserine phosphatase SerB","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_014608659.1","","CPBP family intramembrane metalloprotease","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_011681562.1","","hypothetical protein","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"tnpA","","IS200/IS605 family transposase","6","1","0","19","100.0","95.0","inf","3.0404378230465217e-05","1.0","0.0017609658540420673","1","1","0","1.0","1.0"
"WP_011681570.1","","Blp family class II bacteriocin","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608662.1","","bacteriocin class II family protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011680696.1","","MarR family transcriptional regulator","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014727324.1","","peptidoglycan bridge formation glycyltransferase FemA/FemB family protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_224103208.1","","GNAT family N-acetyltransferase","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024704010.1","","efflux RND transporter periplasmic adaptor subunit","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"group_1654","","alanine dehydrogenase","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024704033.1","","ethanolamine utilization protein EutJ","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_081004996.1","","DUF1858 domain-containing protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"hisA","","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608453.1","","ECF transporter S component","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014727594.1","","hypothetical protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608494.1","","VOC family protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_095559415.1","","IS3 family transposase","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_224102967.1","","hypothetical protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"csn2","","type II-A CRISPR-associated protein Csn2","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"group_1762","cas2","CRISPR-associated endonuclease Cas2","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608690.1","","ATP-binding cassette domain-containing protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"yaaA","","S4 domain-containing protein YaaA","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_224102985.1","","thiopeptide-type bacteriocin biosynthesis protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011225314.1","","lanthionine synthetase C family protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_041827287.1","","ECF transporter S component","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014607903.1","","hypothetical protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_023909383.1","","GNAT family N-acetyltransferase","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608232.1","","type I restriction-modification system subunit M N-terminal domain-containing protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_223899653.1","","hypothetical protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608633.1","","MerR family transcriptional regulator","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608636.1","","hypothetical protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"kwcM","","KxxxW cyclic peptide radical SAM maturase","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_224103201.1","","CoA pyrophosphatase","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014607838.1","","DUF3021 family protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024704127.1","","VanZ family protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_041827794.1","","IS30 family transposase","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608786.1","","IS30 family transposase","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_162465557.1","","IS6 family transposase","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_179971692.1","","AMP-binding protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_228874288.1","","SH3 domain-containing protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011680823.1","","SH3 domain-containing protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024704022.1","","hypothetical protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014727389.1","","hypothetical protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608208.1","","hypothetical protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024704322.1","","copper-translocating P-type ATPase","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_106379847.1","","HAD hydrolase family protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024704129.1","","flippase","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_037623100.1","","tyrosine-protein kinase","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608785.1","","helix-turn-helix domain-containing protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002949309.1","","YebC/PmpR family DNA-binding transcriptional regulator","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011680622.1","","hypothetical protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002946147.1","","hypothetical protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002946071.1","","ECF-type riboflavin transporter substrate-binding protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014621157.1","","DUF3744 domain-containing protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011680745.1","","hypothetical protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011680762.1","","hypothetical protein","5","0","1","20","83.33333333333334","100.0","inf","9.121313469139528e-05","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
